Lastname,Name,Team,Position,Games Played,Goals,Missed,Field Goals,Penalty Goals,Shooting Accuracy,Assists,Technical Faults,Steals,Blocks,Yellow Cards,2 Min Exclusion,Red Cards,Blue Cards,Season,Tier
Weyhrauch,Willy,EIS,RW,23,44,22,44,0,0.6667000000000001,3.0,6,5,0,0,5,1,0,23/24,A
Babak,Tomas,BHC,CB,30,43,25,43,0,0.6324000000000001,36.0,36,1,0,0,0,0,0,23/24,A
Simak,Frederik,TBV,LB,29,43,16,43,0,0.73,16.0,12,10,20,4,22,2,0,23/24,A
Malus,Jaka,FAG,CB,27,43,46,43,0,0.4831,21.0,32,1,0,0,0,1,0,23/24,A
Firnhaber,Sebastian,HCE,P,16,42,12,42,0,0.7778,6.0,12,0,9,3,10,0,0,23/24,A
Valiullin,Azat,HSV ,LB,30, 42 ,46,42,0,0.4772999999999999,21.0,18,3,12,3,20,0,0,23/24,A
Michalczik,Marian,HAN,LB,31,41,34,41,0,0.5467,132.0,59,9,9,4,23,1,0,23/24,A
Kurch,Justin,EIS,P,29,41,18,41,0,0.6949,4.0,8,6,5,0,20,2,0,23/24,A
Wallinius,Karl,THW,LB,29,41,31,41,0,0.5694,13.0,16,0,0,0,2,0,0,23/24,A
Musche,Matthias,SCM,LW,28,40,26,40,0,0.6061,5.0,0,1,0,1,1,0,0,23/24,A
Ende,Moritz,EIS,,30,40,23,40,0,0.6349,3.0,999,3,0,0,3,0,0,23/24,A
Arnarsson,Arnar Freyr,MTM,P,31,39,12,39,0,0.7646999999999999,2.0,17,0,12,1,8,0,0,23/24,A
Sipos,Adrian,MTM,P,31,39.0,18,39,0,0.6842,11.0,13,3,33,2,35,2,0,23/24,A
Carstensen,Leve,TBV,LW,31,39,9,39,0,0.81,1.0,4,4,0,0,0,0,0,23/24,A
Mandic,David,MTM,LW,29,38,21,38,0,0.6441,12.0,8,3,3,1,9,1,0,23/24,A
Overby,Petter,THW ,P,29,38,15,38,0,0.7170000000000001,4.0,7,3,9,3,15,0,0,23/24,A
Seitz,Stephan,HCE,RB,25,37,18,37,0,0.6727,,20,1,0,1,1,0,0,23/24,A
Theilinger,Nicolai,TBV,RB,30,35,19,35,0,0.6481,16.0,17,2,7,3,9,0,0,23/24,A
Ignatow,Dimitri,MTM,RW,31,35,15,22,13,0.7,,4,2,0,0,3,0,0,23/24,A
Petrovsky,Leos,TBV,P,31,34,21,34,0,0.6182,0.0,13,4,6,2,14,1,0,23/24,A
Huber,Elias,HBW,,29,34,27,34,0,0.56,44.0,26,1,0,0,1,0,0,23/24,A
Lastro,Franko,FAG,RW,25,33,17,32,1,0.66,2.0,5,6,0,0,2,0,0,23/24,A
Donker,Malte,EIS,RB,31,32,16,32,0,0.6667000000000001,38.0,21,8,2,1,15,0,0,23/24,A
Ellebaek,Tobias,FAG,LB,28,32,38,32,0,0.4571,28.0,31,2,0,0,4,0,0,23/24,A
Sunnefeldt,Oskar,LEI,Left Back,30,32,31,32,0,0.5079,9.0,10,2,1,0,5,0,0,23/24,A
Seesing,Aron,BHC,P,14,32,5,32,0,0.8649,5.0,999,1,4,0,5,0,0,23/24,A
Wiede,Fabian,BER,RB,14,30,17,30,0,0.6383,23.0,15,5,1,0,4,0,0,23/24,A
Darj,Max,BER,P,-29,30,12,30,0,0.7143,7.0,7,5,10,3,16,0,0,23/24,A
Schagen,Bobby,TBV,RW,26,29,6,29,0,0.8286,5.0,8,2,0,0,0,0,0,23/24,A
Weinhold,Steffen,THW,RB,14,28,20,28,0,0.5832999999999999,20.0,12,1,1,1,6,0,0,23/24,A
Pettersson,Daniel,SCM,RW,24,28,11,28,0,0.7179000000000001,5.0,3,1,0,0,1,0,0,23/24,A
Saueressig,Lukas,HBW,CB,28,28,24,28,0,0.5385,30.0,35,2,2,1,5,0,0,23/24,A
Mavers,Veit,HCE,CB,17,28,20,11,17,0.5832999999999999,7.0,12,0,0,0,1,0,0,23/24,A
Nicolaus,Fynn-Luca,TVB,LB,26,28,26,28,0,0.5185,18.0,14,3,1,0,9,0,0,23/24,A
Gebala,Maciej,LEI ,P,30, 27 ,5,27,0,0.8438,5.0,9,3,12,0,8,1,0,23/24,A
Oskarsson,Arnor Snaer,RNL,RB,29,27,13,26,1,0.675,11.0,15,0,0,0,1,0,0,23/24,A
Weber,Philipp,SCM,CB,-25,26,17,26,0,0.6047,7.0,20,0,0,0,1,0,0,23/24,A
Ernst,Simon,LEI,CB,24,26,19,26,0,0.5778,30.0,999,4,16,3,17,3,0,23/24,A
O'Sullivan,Christian,SCM,CB,29,25,9,25,0,0.7353000000000001,37.0,11,3,9,1,12,0,0,23/24,A
Freihofer,Tim,BER,LW,31,25,15,25,0,0.625,1.0,0,1,0,0,1,0,0,23/24,A
Aho,Sindre Andre,MTM,CB,17,24,5,24,0,0.8276,11.0,999,0,0,0,4,0,0,23/24,A
Kristjansson,Gisli Thorgeir,SCM,CB,13,23,16,23,0,0.5897,19.0,18,0,1,0,0,0,0,23/24,A
Lumbroso,Yoav,EIS,CB,12,23,22,23,0,0.5111,15.0,27,3,0,0,2,0,0,23/24,A
Forstbauer,Jan,TVB,RB,31,22,27,22,0,0.449,8.0,11,1,5,1,5,0,0,23/24,A
Ahouansou,Philipp,RNL,,16,22,24,22,0,0.48,9.0,11,1,0,0,1,0,0,23/24,A
Gruner,Tim,HBW,LW,10,22,10,21,1,0.6875,0.0,1,1,0,0,1,0,0,23/24,A
Reichmuth,Timothy,EIS,LW,31,22,7,22,0,0.7585999999999999,1.0,1,3,0,0,5,0,0,23/24,A
Metzner,Antonio,HCE,RB,14,21.0,14,21,0,0.6,10.0,23,0,1,0,5,0,0,23/24,A
Magaard,Andreas,HSV,P,13,21,10,21,0,0.68,3.0,999,1,0,1,4,0,0,23/24,A
Ehrig,Sven,THW,,20,21,8,21,0,0.72,1.0,1,0,0,0,1,0,0,23/24,A
Matthes,Tim,LEI,LW,23,20,12,20,0,0.625,2.0,3,2,0,0,1,0,0,23/24,A
Krecic,Grega,BHC,,12,19,24,19,0,0.4418999999999999,6.0,11,0,0,2,1,0,0,23/24,A
Strmljan,Tilen,HAN,CB,31,19,26,19,0,0.4221999999999999,21.0,9,2,0,0,1,0,0,23/24,A
Bauer,Stefan,HCE,P,13,19,7,19,0,0.7308,0.0,999,0,2,1,9,0,0,23/24,A
Haseler,Mathis,GUM,RW,30,19,11,19,0,0.6333,1.0,2,2,0,0,0,0,0,23/24,A
Klimpke,Ole,WET,LB,28,19,5,19,0,0.7917000000000001,14.0,21,1,3,0,2,0,0,23/24,A
Zacharias,Lion,RNL,LW,27,19,10,19,0,0.6552,0.0,2,2,0,0,0,0,0,23/24,A
Drosten,Florian,MTM,LW,31,19.0,10,17,2,0.6552,0.0,6,1,1,1,3,0,0,23/24,A
Bergemann,Thies,HSV,RW,30,18,12,18,0,0.6,3.0,2,0,0,0,1,0,0,23/24,A
Axmann,Dominik,HSV,LB,14,18.0,23,18,0,0.439,15.0,8,4,0,0,4,0,0,23/24,A
Strosack,Moritz,LEI ,RW,17,18,11,18,0,0.6207,,1,2,0,0,3,0,0,23/24,A
Fugel,Elias,HBW,RW,14,18,9,18,0,0.67,1.0,1,0,0,0,3,0,0,23/24,A
Gommel,Tim,HCE,rw,-13,18,3,18,0,0.8571,1.0,4,0,0,0,0,0,0,23/24,A
Pedersen,Mathias Mark,WET,CB,17,17,16,17,0,0.52,8.0,9,1,0,0,1,0,0,23/24,A
Nyfjall,Adam,HAN,P,19,17,2,17,0,0.8946999999999999,2.0,1,4,1,1,5,0,0,23/24,A
av Teigum,Hakun West,BER,RW,30,17,12,17,0,0.5861999999999999,1.0,1,1,0,0,2,0,0,23/24,A
Ingason,Daniel Thor,HBW ,LB,30,16,36,16,0,0.3077,7.0,18,2,2,0,1,1,0,23/24,A
Bialowas,Yannik,HCE,LW,28,16,7,16,0,0.6957,2.0,1,0,0,0,3,0,0,23/24,A
Langhoff,Matthes,BER,LB,23,16,8,16,0,0.6667000000000001,9.0,3,1,1,0,6,0,0,23/24,A
Lonborg,Mads-Peter,HCE,RW,18,16,11,16,0,0.5926,17.0,15,1,0,0,0,0,0,23/24,A
Poteko,Vid,FAG,P,31,15,8,15,0,0.6522,3.0,10,0,2,0,9,0,0,23/24,A
Scholtes,Elias,BHC,RB,6,15,13,15,0,0.5357,7.0,14,1,0,0,2,0,0,23/24,A
Danner,Felix,HBW,P,22,14,4,14,0,0.7778,1.0,4,0,9,0,5,0,0,23/24,A
Krzikalla,Lucas,LEI,RW,25,14,8,14,0,0.6364,2.0,5,0,0,0,1,0,0,23/24,A
Corak,Dino,HSV,P,11,14,6,14,0,0.7,1.0,6,0,1,0,1,0,0,23/24,A
Meyer,Philipp,EIS,P,31,14,7,14,0,0.6667000000000001,13.0,2,3,7,3,27,0,0,23/24,A
Truchanovicius,Jonas,TVB,LB,8,14,11,14,0,0.56,3.0,4,1,3,0,1,0,0,23/24,A
Persson,Isak,BHC,RW,23,14,7,14,0,0.67,1.0,2,0,0,0,0,1,0,23/24,A
Jansen,Tom,GUM,RB,6,13,7,13,0,0.65,7.0,7,1,0,0,1,0,0,23/24,A
Jensen,Andreas Holst,RNL,LB,29,12,20,12,0,0.375,4.0,8,1,0,0,5,0,0,23/24,A
Horgen,Aksel,SGF,RW,-30,12,9,12,0,0.5714,1.0,2,1,0,0,2,0,0,23/24,A
Fuchs,Julian,WET,RW_,27,12,8,11,1,1.57,3.0,3,5,0,0,0,0,0,23/24,A
Hermann,Till,FAG,LW,26,11,10,11,0,0.5238,0.0,2,0,1,0,0,0,0,23/24,A
Feise,Hannes,HAN,LW,31,11,11,11,0,0.5,1.0,4,1,4,0,4,0,0,23/24,A
Gislason,Ymir Orn,RNL,P,29,11,5,11,0,0.69,4.0,6,5,12,2,9,1,0,23/24,A
Pedersen,August Baskar,SGF,LW,30,11,4,11,0,0.7333,,0,6,0,0,1,0,0,23/24,A
Roller,Nils,FAG,P,17,11,3,11,0,0.79,0.0,1,1,0,0,0,0,0,23/24,A
Link,Nikolai,HCE,LB,31,10.0,5,10,0,0.6667000000000001,10.0,1,10,20,5,38,4,0,23/24,A
Ravensbergen,Bart,FAG,,24, 10 ,4,10,0,0.7143,2.0,3,0,0,0,1,0,0,23/24,A
Severec,Tomislav,HSV,LB,29,10,9,10,0,0.5263,5.0,6,1,0,0,8,0,0,23/24,A
Beneke,Max Christoph,BER,RB,-14,10,5,10,0,0.6667000000000001,1.0,8,0,0,0,3,0,0,23/24,A
Heitkamp,Niclas,EIS,LB,14,10,11,10,0,0.48,7.0,13,0,0,0,2,0,0,23/24,A
Houtepen,Thomas,TBV,CB,19,10,7,10,0,0.5882000000000001,3.0,9,0,0,0,1,0,0,23/24,A
Gurbindo Martinez,Eduardo,THW,RB,19,9,7,9,0,0.5625,9.0,6,1,2,0,2,0,0,23/24,A
Jacobsen,Steven Plucnar,RNL,P,30,9,2,9,0,0.8181999999999999,4.0,4,2,2,0,5,0,0,23/24,A
Ivankovic,Ante,TVB,Left Back,10, 9 ,9,9,0,0.5,6.0,9,0,0,0,4,0,0,23/24,A
Patrail,Mait,EIS,LB,16,8,5,8,0,0.6154,6.0,4,0,2,0,5,0,0,23/24,A
Hildenbrand,Tim,HBW,RW,22, 8 ,14,8,0,1.57,2.0,2,1,0,0,1,0,0,23/24,A
Drux,Paul,BER,LB,16,7,11,7,0,0.39,10.0,4,2,1,0,2,0,0,23/24,A
Schmidt,Erik,WET,P,10,7,2,7,0,0.78,0.0,2,0,1,0,3,0,0,23/24,A
Zivkovic,Boris,SGF,,10,7,2,7,0,0.78,0.0,3,0,0,0,1,0,0,23/24,A
Portner,Nikola,SCM,GK,27,7,1,7,0,0.88,4.0,2,1,0,0,0,0,0,23/24,A
Kuzmanovski,Filip,WET,Left Back,12,7,14,7,0,0.33,10.0,12,2,1,0,3,0,0,23/24,A
Meister,Lucas,SCM,P,13,7,3,7,0,0.7,0.0,1,0,1,0,1,0,0,23/24,A
Zeman,Stepan,GUM,P,29, 7 ,3,7,0,0.7,3.0,1,4,17,3,20,2,0,23/24,A
Faust,Jarnes,THW,RW,7,7,1,7,0,0.875,0.0,0,1,0,0,1,0,0,23/24,A
Pliuto,Nikita,WET,P,4,6,2,6,0,0.75,0.0,1,0,0,0,0,0,0,23/24,A
Kiesler,Tom,GUM ,,30,6,4,6,0,1.57,9.0,5,18,25,5,15,0,0,23/24,A
Mamic,Marko,LEI,LB,30,5,4,5,0,0.5556,10.0,4,8,24,4,20,0,0,23/24,A
Rothlisberger,Samuel,TVB,P,29,5,3,5,0,0.63,5.0,4,5,25,4,17,1,0,23/24,A
Horr,Manuel,MTM ,CB,-19,5,1,5,0,0.83,3.0,2,0,0,0,0,0,0,23/24,A
Newel,Elias,FAG,CB,9,5.0,2,5,0,1.57,1.0,1,0,0,0,1,0,0,23/24,A
Doniecki,Antoni Andrzej,BHC,P,10,5,6,5,0,0.4545,0.0,1,0,0,0,2,0,0,23/24,A
Kopljar,Marko,BER ,RB,25,4,1,4,0,0.8,,999,3,9,0,16,2,0,23/24,A
Gade,Simon,HAN,GK,27,4,2,4,0,0.67,6.0,3,0,0,0,0,0,0,23/24,A
Jacobs,Jann Keno,BER,P,29,4,0,4,0,1.0,0.0,0,1,0,0,3,0,0,23/24,A
Guardiola,Gedeon,HCE,P,20, 3 ,4,3,0,0.43,1.0,3,0,4,0,2,0,0,23/24,A
Klimpke,Till,WET,GK,31,3,0,3,0,1.0,5.0,4,0,0,0,0,0,0,23/24,A
Milosavljev,Dejan,BER,GK,31,3,1,3,0,0.75,13.0,2,0,0,0,0,0,0,23/24,A
Reimer,Jan,BHC,Right Wing,6,3,4,3,0,0.43,0.0,0,0,0,0,0,0,0,23/24,A
Spikic,Matija,EIS,GK,31,3,2,3,0,0.6,3.0,1,0,0,0,0,0,0,23/24,A
Battermann,Ben Connar,TBV,LB ,17,3.0,4,3,0,0.43,2.0,1,0,0,0,1,0,0,23/24,A
Santos,Ivo,BHC,P,18,3,2,3,0,0.6,0.0,1,0,1,0,2,0,0,23/24,A
Blagotinsek,Blaz,SGF,P,-30,2,0,2,0,1.0,5.0,2,2,29,5,17,0,0,23/24,A
Slaninka,Martin,TVB,P,10,2,5,2,0,0.29,1.0,5,1,1,0,1,0,0,23/24,A
Simic,Nebojsa,MTM,GK,31,2,0,2,0,1.0,7.0,1,3,0,0,0,0,0,23/24,A
Buric,Benjamin,SGF,GK,30,2,0,2,0,1.0,3.0,2,0,0,0,0,0,0,23/24,A
Pavlovic,Domagoj,MTM,CB,13,2,2,2,0,0.5,1.0,0,0,0,0,1,0,0,23/24,A
Risom Christensen,Martin,HSV,RB,10,2,1,2,0,0.67,2.0,1,0,0,0,1,0,0,23/24,A
Todorovic,Uros,HBW,,3,2,0,2,0,1.0,0.0,1,0,0,1,0,0,0,23/24,A
Spath,David,RNL,GK,26,2,2,2,0,0.5,4.0,3,0,0,0,0,0,0,23/24,A
Sajenev,Mika Laurin,LEI,P,18,2,5,2,0,0.29,2.0,2,1,7,0,3,0,0,23/24,A
Bacani,Nico,TVB,RW,6,2,1,2,0,0.67,0.0,0,0,0,0,0,0,0,23/24,A
Hartwig,Alexander,HSV,LW,30,2,7,2,0,0.2221999999999999,1.0,0,0,0,0,0,0,0,23/24,A
Pachmann,Tobias,HSV,P,4,2,3,2,0,0.4,0.0,2,0,0,0,0,0,0,23/24,A
Vortmann,Jens,HSV,GK,26,1,0,1,0,1.0,1.0,2,0,0,0,0,0,0,23/24,A
Quenstedt,Dario,HAN,GK,29, 1 ,0,1,0,1.0,2.0,0,0,0,0,1,0,0,23/24,A
Rudeck,Christopher,BHC,GK,27,1,1,1,0,0.5,3.0,1,0,0,0,1,0,0,23/24,A
Hernandez Ferrer,Sergey,SCM,GK,29,1,0,1,0,1.0,,1,0,0,0,0,0,0,23/24,A
Johannesson,Peter,BHC,GK,30,1,1,1,0,0.5,4.0,1,0,0,0,1,0,0,23/24,A
Ivanisevic,Tibor,GUM,GK,30,1.0,3,1,0,0.25,4.0,2,0,0,0,0,0,0,23/24,A
Morawski,Adam,MTM,GK,31,1,1,1,0,0.5,2.0,1,0,0,0,0,0,0,23/24,A
Weck,Alexander,BHC,,9,1,2,1,0,0.3333,0.0,4,0,0,0,0,0,0,23/24,A
Kornecki,Mateusz,EIS,,28,1,1,1,0,0.5,2.0,0,0,0,0,0,0,0,23/24,A
Kraus,Dustin,EIS ,LB,12,1,3,1,0,0.25,0.0,3,0,0,0,1,0,0,23/24,A
Ayar,Koray,HAN,P,16,1,0,1,0,1.0,0.0,0,0,0,0,0,0,0,23/24,A
Waldgenbach,Jan,MTM,RB,6,1,0,1,0,1.57,0.0,0,0,0,0,1,0,0,23/24,A
Niemann,Max,HSV,CB,12, 1 ,0,1,0,1.0,1.0,999,0,0,0,0,0,0,23/24,A
Gunther,Max,BER,RW,1,1,0,0,1,1.0,0.0,0,0,0,0,0,0,0,23/24,A
Pabst,Henri,THW,,2,1,0,1,0,1.0,0.0,0,0,0,0,0,0,0,23/24,A
Abt,Valentin,FAG,LW,1,1,1,1,0,0.5,0.0,0,0,0,0,0,0,0,23/24,A
Lucas,Fabian,TVB,L_B,2,1,0,0,1,1.0,0.0,0,0,0,0,0,0,0,23/24,A
Giesselmann,Paul,BHC,LW,1,1,2,1,0,0.3333,0.0,0,0,0,0,0,0,0,23/24,A
Locher,Mischa,HBW,LW,6,1,0,1,0,1.0,0.0,2,0,0,0,1,0,0,23/24,A
Bellahcene,Samir,THW,GK,23,1,1,1,0,0.5,0.0,1,0,0,0,0,0,0,23/24,A
Wolf,Tom,MTM,LB,5,1,3,1,0,0.25,0.0,2,0,0,0,0,0,0,23/24,A
Spandaou,Phil,WET,LW,4,1,1,1,0,0.5,0.0,0,0,0,0,0,0,0,23/24,A
Szilagyi,Ben Janos,THW,LW,5,1,2,1,0,0.3333,,999,0,0,0,1,0,0,23/24,A
Heinevetter,Silvio,TVB,GK,30,0,0,0,0,0.0,4.0,2,1,0,0,3,1,0,23/24,A
Spath,Manuel,TVB,,2,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,23/24,A
Mrkva,Tomas,THW,GK,-27,0,0,0,0,0.0,2.0,0,0,0,0,0,0,0,23/24,A
Bitter,Johannes,HSV,,30,0,0,0,0,0.0,3.0,4,0,0,0,1,0,0,23/24,A
Gensheimer,Uwe,RNL,LW,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Rebmann,Daniel,GUM,GK,30,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,23/24,A
Appelgren,Mikael,RNL,GK,26,0,0,0,0,0.0,5.0,0,0,0,0,0,0,0,23/24,A
Gunnarsson,Arnor Thor,BHC,RW,2,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,23/24,A
Møller,Kevin,SGF,GK,30,0.0,0,0,0,0.0,,5,0,0,0,0,0,0,23/24,A
Sego,Marin,FAG,GK,31,0.0,0,0,0,0.0,4.0,0,0,0,1,2,0,0,23/24,A
Plaue,Dominik,EIS,GK,16,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Aggefors,Mikael,SCM,GK,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Birlehm,Joel,RNL,GK,28,0,0,0,0,0.0,6.0,1,0,0,0,0,0,0,23/24,A
Hassferter,Michael,HCE,GK,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Ebner,Domenico,LEI,GK,30,0,0,0,0,0.0,6.0,1,1,0,0,0,1,0,23/24,A
Zecher,Finn,TBV,GK,31,0.0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,23/24,A
Chrapkowski,Piotr,SCM,LB,19,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,23/24,A
Kastelic,Urh,TBV,GK,31,0,0,0,0,0.0,6.0,4,0,0,0,0,0,0,23/24,A
Kireev,Victor,BER,GK,25,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Ferlin,Klemen,HCE,GK,29,0,0,0,0,0.0,9.0,3,0,0,0,0,0,0,23/24,A
Vujovic,Miljan,TVB,GK,-31,0,0,0,0,0.0,5.0,2,0,0,0,0,0,0,23/24,A
Jaganjac,Halil,RNL,LB,9,0,0,0,0,0.0,2.0,0,2,2,1,9,0,0,23/24,A
Kessler,Maximilian,RNL,LW,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Saeveraas,Kristian,LEI ,GK,28,0,0,0,0,0.0,7.0,1,0,0,0,0,0,0,23/24,A
Styrmisson,Hakon Dadi,GUM,LW,2,0.0,0,0,0,0.0,0.0,999,0,0,0,0,0,0,23/24,A
Ruminsky,Mario,HBW,GK,28,0,0,0,0,0.0,5.0,2,0,0,0,0,0,0,23/24,A
Sejr Jensen,Simon,HBW,GK,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Suljakovic,Anadin,WET,GK,25,0,0,0,0,0.0,3.0,0,0,0,0,0,0,0,23/24,A
Reichenbach,Lukas,HAN,GK,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Schneibel,Jannis,EIS,CB,8,0,0,0,0,0.0,1.0,2,0,0,0,0,0,0,23/24,A
Obling,Bertram,HCE,GK,31, 0 ,0,0,0,0.0,6.0,1,0,0,0,0,0,0,23/24,A
Ludwig,Lasse,BER,GK,6,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Grazioli,Leonard,WET,GK,3, 0 ,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Nikolaisen,Tom Kare,BHC,P,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Bochmann,Pascal,LEI,GK,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Orlov,Maxim,BER,CB,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Oberosler,Louis,BHC,GK,5,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Beekmann,Ben,MTM,LW,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Nowak,Marcel,BER,RW,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Hubke,Torben,TBV,P,8,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Sauter,Moritz,BER,CB,2,0,0,0,0,0.0,0.0,1,0,0,0,1,0,0,23/24,A
Michalski,Niklas,RNL,RW,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Schmitz,Tobias,BHC,LW,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Hoepfner,Noel Benjamin,WET,LB,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Buchele,Julian,FAG,GK,14, 0 ,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Hopfmann,Luca,LEI,RB,1,0,0,0,0,0.0,,0,0,0,0,0,0,0,23/24,A
Geislers,Ralfs,TBV,LB,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Tomashevskyi,Oleksii,TBV,P,5,0,0,0,0,0.0,0.0,999,0,0,0,0,0,0,23/24,A
Protsiuk,Mykola,GUM,lb,5,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Schottle,Nico,TVB,LB,2,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,23/24,A
Schroven,Finn,GUM,RW,7,0,0,0,0,0.0,1.0,0,0,0,0,0,0,0,23/24,A
Runge,Malte,TBV,RW,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Rodriguez,Luis,HAN,P,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Koster,Moritz,GUM,LB,7,0,0,0,0,0.0,2.0,1,0,0,0,0,0,0,23/24,A
Keller,Leon,RNL,,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Mauch,Jan Luca,TVB,RB,-1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Greilich,Nils,LEI,LW,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Widmaier,Maurice,TVB,CB,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Grundel,Finn Luca,HSV ,GK,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Weimer,Tizian,WET,RW,3,0,0,0,0,0.0,,0,0,0,0,0,0,0,23/24,A
Wente,Till,HBW,L_B,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Weber,Daniel,HAN,RW,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
El-Tayar,Mohamed Essam Moustafa,HBW,GK,30,0,0,0,0,0.0,8.0,2,0,0,0,1,0,0,23/24,A
Grupe,Magnus,RNL,CB,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Pinski,Alexander,HSV,GK,5,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,23/24,A
Bialowas,Lucca,HCE,CB,1,0,0,0,0,0.0,0.0,999,0,0,0,0,0,0,23/24,A
Hasenkamp,Fynn Jarik,TBV,LB,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Schwormstede,Luca Alexander,THW,LB,3,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0,23/24,A
Gautsch,Niklas,HAN,L_B,2,0,0,0,0,0.0,0.0,999,0,0,0,0,0,0,23/24,A
Andresen,Lasse,HAN ,GK,4,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,23/24,A
Pfeil,Robin,SCM,LW,1,0,0,0,0,0.0,0.0,999,0,0,0,0,0,0,23/24,A
Tschentscher,Luca,TVB,GK,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Goebner,Marius,WET,GK,3,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Puls,Frederik,TBV ,RW,3,0,0,0,0,0.0,0.0,1,0,0,0,0,0,0,23/24,A
Duck,Louis,HBW,P,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Sondermann,Frederik,BHC,P,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Buck,Tobias,HCE,LB,6,0,0,0,0,0.0,0.0,1,0,0,0,2,0,0,23/24,A
Ohl,Paul,GUM,LB,4,0,0,0,0,0.0,2.0,999,0,0,0,0,0,0,23/24,A
Czertowicz,Oskar,SGF,CB,4,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Stegemeyer,Dennis,TVB,GK,1,0,0,0,0,1.57,0.0,0,0,0,0,0,0,0,23/24,A
Gossner,Tim,FAG,RW,8,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Benkendorf,Lennard,HSV,LB,10,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Bierfreund,Magnus,THW,GK,8, 0 ,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Freitag,Bastian,EIS,GK,2,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Lutze,Thorge,HAN,LB,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Simon,Colin,WET,RW,1,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Altena,Leander,BHC,RW,1,0,0,0,0,0.0,,999,0,0,0,0,0,0,23/24,A
Babic,Roman,BHC,GK,1, 0 ,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
Uskok,Dalio,TVB,CB,1, 0 ,0,0,0,0.0,0.0,0,0,0,0,0,0,0,23/24,A
